oh jew-bus ! two years worth of classes ' work is alot to organize & gt ; _ & lt ; i 'm not finishing tonight , it 's not possible ... my bones ache 
the prob workin n a studio is if no one 2 shoot , u get sent home early.. boooo , only an hour but y ca n't i hang out still ! ! ! arg 
i wanted so much go to your show ! when you are here in brazil i can not see you , it 's so sad ! i hope you back soon . i love u 
1 of my best friends in the entire world is leaving in 3 weeks 2 go 2 italy for 2 months ? ! what will i do without my darling fiona ? ! ah ! 
i got to see my good friend matt 2night , who i havent seen in like a year . so that was very exciting ! 2 bad we did n't get to visit longer ! 
does n't want to blow my nose any fucking more . ok , where the fuck does it all come from ? ? ! ! it 's impossible to have this my shit up there 
late night snack at the bridge : fish 'n chips 'n mushy peas . um . . . okay ? super early call time sat ; got ta be in maple ridge by 4:30 ! 
night twitter , for now my firend has & quot ; breaking dawn & quot ; the last twilight book it 's mine but she 's reading it i do n't know what to do 
duuude . i just realised that i 've liked the same guy for 6 months d : time to move on ? yes . how ? i have no idea . & lt ; /3 
i 'm bummed . i wanted to eat free food . lol okay , now i 'm trying to decide what fun thing we can do for tomorrow ! i wan na go to lb 
so i always fall for a guy who ends up leaving far away ... he goes back home to russia soon and i do not know what to do now . : / lame ... 
still in a lot of pain swallowing . visited the er today for 5 hours to find a remedy . i hope i found one , but it 's going to take a while . 
i do n't know ! ! he was saying it does n't make sense forhim to drive me if i do n't know that i 'll get in ... but i told him i would 
i 'm graduating ! i 'm graduating ! it 's about f'ing time ! it feels great to get out of high school . yey ! ! i 'm goin to miss my friends though 
where 's my mom ? where 's my dad ? what the arf ? and why are those guinea pigs in the dining room now ? they are noisy . i miss my mom . 
yes , it does take half a can of bug spray to kill one roach ... that thing was f'n huge ! 1st one we 've seen in months , though ... not bad . 
i do n't know how to do this twitter thing ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? ! ? help please ! 
: s driving past cemetery and omg ; i swear i just saw this thing standing on top of the grave , but i cud see through it ! ! ! ! ! ! ! 
tor was super cranky . jack has fever just got out of bath . liv still awake . i have fever , pulled muscle in back & amp ; my crown just fell out . 
ah sims 3 , sound great ! its summer time idya ! i cant wait for holiday but i wish theres no & quot ; short term semester & quot ; hw bout u ? 
killing a beetle when u ca n't see it clearly is the worst thing ever ! ! argh ! i hope it 's dead . this is why i like sleeping at my apt ! 
so , who wants to come to john green with me tomorrow ( it 's free ) ? both my friends arent coming anymore & amp ; it looks like i 'll be going alone 
i should 've said no to & quot ; i have never ... & quot ; hahaha .. oh no ! i 'm gon na miss miguel so much ! ! ! ! ! ! 
*sigh* mary , steve & amp ; terese just rocked up . there go 's any chance of me having a relaxing bath & amp ; curling up on the lounge 2 watch a movie 
off mon . tues. wed. want to see drag me to hell but i might not be able to sleep ... creepy ... want to go out of town but got no where to go 
yep ... no fun for me lol ... .but so far so good ! enjoying the summer , and ca n't wait for july to arrive ! ! lol ... hows the job ? ? 
we 're not going to ireland well , now i know more about this trip and i do n't want to go , , , ( i ca n't be without jenny 3 months ! 
arrrgh ! ! i just rubbed my eyes , and they feel like they 've got sand in em ' ! ... ouch ouch ouch ! these allergies ! ... get worst every year ! 
just got up.. feeling like crap might ave a cold coming : ' ( anyhoo must dye my hair , & amp ; do me room if i reli want that guinea pig ; ) 
my sister is here . i love it . but i 'm still ill , oh that 's ryhmes . haha my voice is away i just can talk with my hands . haha -.- 
this will be the last time that i 'll update twitter & amp ; facebook using my sun phone . ndi nku sugtan . boo ... frnds , txt me . i 'm lonely . 
just to clear the air . i hav nth against old folks . their persistence is just annoying . im really not the & quot ; peter & quot ; you 're looking for . 
off to the pink fun day at work . i 'm wearing a pink polo shirt i saw in the shop yesterday . it is a man 's shirt - but it 's pink . 
reunion ? i want . but & quot ; you know who & quot ; is not replying eh . so we cant schedule it to when she 's available . should we push ? 
damn it ! i am awake ... i am so freakin ' tired ! my boys 4 whatever reason woke up last nite/this morning & amp ; decided 2 fight ... @ 2 n the 
where u gon na watch it- thats what i need to know ? ! i need to watch it too ! i only saw the end of mon ' & amp ; tuesdays ! ! 
about to board on the plane ill miss nina , leslie , krysha , mocha , my babu paul , daphne , lola , chancey , milo , hercules , and pookie ! lo ... 
oh dear , it 's raining outside . so much for going to eat soon . guess it 'll just have to wait ! ( and apparently my last post was old news . ) 
jay leno 's tonight show will be missed - last show was a great one & amp ; made you know why he 's 1 - he went out in style - ugg yuck conan 
i 've laid in bed this whole time . for a whole hour . just wasting away the time . grr.. why do i do that ? now i have 1 1/2 before work . 
sadly..maybe i ca n't attend the nxt 1 cause & quot ; school time & quot ; is starting this june [ at my place ] .. hehe but i hope i could catch up 
my hair stylist canceled b/c she 's sick but i really need a cut . do i cheat on her ? it 's not like she hacked up my hair . she 's just sick 
watching monsters inc & amp ; trying to fight the urge to reach out & amp ; hug boo . mmm i want chocolates & amp ; i miss my boyfriend . one more week 
i love it ! my fav races are 200 yd free & amp ; 200 back . ued to swim with a masters team , but it was too hard to fit in my sched 
gig last night teas fab . went to thw dragon too . gay bars scare me despite the obvious . & quot ; new meat wha & quot ; . tis bootiful pinot grigio weather 
lol . its md dumb bc wen i go to find ppl n put in keekee its like that 's u titterbird bitch if so y it say i ca n't sign in ! ! 
is incredible , ur huge dreams have come true & amp ; mine . ( meeting u & amp ; miley ) havnt even begun ! maybe 1 day they 'll come true like urs 
a moment of silence 4 my blackberry . it passed away during the nite . have to fork over the big $ $ $ for a new one no berry no work . crap ! 
we love u too danny ! ! ! are u ready 4 the tour ? & amp ; do u know if nc will get thier tour dates back ? my sister is still bummed 
it 's going 2 take alot of getting used to , the whole tc saying & quot ; had a great show & quot ; instead of thomas but i bet he was awesome.imiss thomas 
date last night , nephew 's 1st birthday party today ( yay ! ) , & amp ; my 5k run tom . i so want to go out tonight , but i must rest 
ok right now i have like 400 & amp ; somthing pics 2 edit . its going 2 b a long day , really cuz i was suppose of done this since feb , smh 
i 've done all the chores around the house . who do i see about getting my allowance now ? oh yeah , i 'm an adult , i do n't get an allowance . 
ca n't believe i have to wait another 6 months for my phone contract to end ! i 'm bored now ! ! ! the 12 month contract would have run out ! ! ! 
5/29/2009 - 8 new leaves ( all from the us ) , 994 total . we should hit 1000 today with any luck ! ! ! that 's 1000 users and just one donation . 
it is so nice outside today ! i ca n't wait to go to a park with my family ! just hope nobody calls me from work ( i am on call this weekend ) 
it 's sunny again , after a few days of rain , but highs for the wkd are 15c and 12c . that 's too cold for end of may , in my world . 
tired & amp ; i think its mostly due to the big fight last night & amp ; the fact that i couldnt sleep last night because of it *jessi ann* & lt ; 3 
annoying as % $ # @ about fridge . where did you buy it ? & amp ; how 's your cat doing in the new house . moving is major stress for a cat 
right , now i 'm pissed . my mates phone ai n't working , i still ca n't get sleep . but what really pisses me off ? all my stuff is in that flat 
i hope that one day i would be able to sing & quot ; i do n't love you . like i do yesterday. & quot ; sigh , when will that day come ? 
very sad . half terms over ! ! back to school , so much to worry about ! trying to do a stupid project , but this girl hasnt sent me her work ! ! 
hubs just announced he needs to cut the grass . i responded with & quot ; are you trying to put me into an allergy coma ? & quot ; i shall stay inside now 
yes ! ! ! i miss them ( and you ) terribly ! ! ! and the boys are with steve in the springs we were up early ! except i had n't slept yet 
i 'm very upset that i have not flown anything . aa does n't have any flights to offer while & quot ; on-call & quot ; yet they wo n't release me either ! 
i dont know why im not allowed to respond to ur direct msg . but i think u should take ur & quot ; folks & quot ; offer ! its a good look ! 
i could n't get mine to when you buy it says & quot ; you 've already purchased this item , do you want to again ? & quot ; but no way to redwnload 
hotel name , address too long for air canada 's web check-in little mind . it nags with & quot ; need more time ? & quot ; and resets all fields on the form 
i feel lyk my energy is all drained out thnk u zirah 4 da invitation ! & amp ; & amp ; thank you my tweety for sharin my pain ! love you ppl ! 
aww i hope she 's ok ! btw i 'm so glad i got to see you yesterday ! & amp ; sorry i did n't say bye i did n't plan on passing out 
damn , lakers won i wanted denver to move on . whatever as long as the cavs or magic beat the lakers in the finals i dont care . idont & lt ; 3 la 
hate my mom ! -.- it 's raining cats and dogs and my mom tells me to stay inside ! ! ! i love rain ! ! i need to go outside when it'sraining ! 
i think it 's spasms , i 've had it twice now . had to go to bed just to try & amp ; forget it . very annoying ! ca n't handle new symptoms 
a non & quot ; hobby & quot ; related emergency had me on a 5am flight out of the atl . a little overwhelmed , have n't slept in well over 24 hrs . 
today was hoooooottt ! ! ! ! ! ! i have either got a really bad burn , or a really good tan . i havent decided yet . if its neither then im upset 
im soooooooooooooooooooooooooooooooo bored ca n't be botherd 2 go 2 school on monday arghhhhhhhhhhhhh ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 
can i do work experience with you ! ? ! ? ! ? ! ? ! ? that would be awsome but i bet it ai n't gon na happen ! noooooo dreams crushed lol 
aw . thx ... the miracle needed is for the tumor to dissolve . i 'm sure it 's benign , she 's had this issue for a few yrs now ( my bird ) 
how am i meant to chose who i want to win , four in mind are my faves , i will be reduced to tears , i want them all to win good luck every1 
so far mafia wars for the iphone is a fail . no bank . my mafia is growing without my input . no integration with fbook either . & lt ; sigh & gt ; 
$ 400 to fix my car ... trying to figure out where im gon na cut it from . its been 6mos i guess i could go back to work i just dont wan na 
working on new & quot ; fun & quot ; proj , but my proj partner ( js/css newbie ) complains i 'm coding too fast and not leaving enough work for him to do 
convo @ sonic : do you have dipped cones ? yes sir , we have them . can i have one ? we do n't have the dipping sauce today . makes me sad panda 
not good news ! the company who was supposedly & quot ; fixing & quot ; our rv was a bust . scrambling to see if we can find someone to finish the job asap 
explaining that only 21 yr olds & amp ; those fake ids got dt is not working . i 'm just not going to go . i feel that i will be losing a friend 
have been in agony ! ! ! ! had to go to riverside clinic ... ... turns out apparently i 've got kidney stones ! ! ! it hurts so bad ! ! ! ! 
i know , my friend tried to get it for free now , but it 's being modified and he wo n't get it now . he was so excited but ? ruined it . 
aww well were gon na meet them at the wawa on wade at 6 but i left my shorts at y6ur house and i wan na wear them so ill meet you at yo ... 
today i fine out that one girl which i knew & amp ; i going to school with her died ... i 'm in huge shock and i 'm very sad . [ * ] 
& quot ; but were all gonn miss you bare ! all of us lads recon ur easily one of the soundest gils by far & quot ; fuck im gon na miss him . 
lol . takin a break . like my 10 break already . lol so bored . not gon na b a good couple of weeks . my beezy drea is in mexico for a month 
listening to ciccilleju 's & quot ; martina & quot ; . brings me so many memories ! 2004 ! *nostalgia* . even candytron by kb kicks in . am i that old already ? 
listening to & quot ; umbrella & quot ; ... the duet with rihanna and chris brown ... so sad . & quot ; you know i 'd be here forever ... & quot ; 
have n't found anyone that gives that too me ... they always agree 2 it at 1st then after a month or so it 's cling city ! major no , no , no ! 
dear god , i talked to my dota last nite - she 's crying and wants to go home now ... 8 more sleeps pls . take care of her , mum loves her . 
kick rocks kry ! ! ! lol but yeah , jasmine , my bff lea from home & amp ; i are planning 2go out , just dunno where cuz i 'm not 21 yet 
gradndfather just passed away . just remember this , every day ; & quot ; the love that you withhold , is the pain that you carry. & quot ; so very true . fb 
stung by a bee today it must have been hiding in the blanket i was sitting on and stung me when i moved . sun was nice , foot now huge & amp ; red 
aaand she 's so pretty ! ! oh no i just hope the best , and i 'm sure you 'll know what is the best for you . love you lotts ! ! ! 
tired ... . ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! and angry , pissed off and happy ... hmmm ? xp f**ked up mood xd 
could you please finish your school work and come home , huh ? we are missing you so damn much ... adore u & lt ; 3 & lt ; 3 & lt ; 3 
could you please finish your school work and come home , huh ? we are missing you so damn much ... adore u & lt ; 3 & lt ; 3 & lt ; 3 
it 's weird . i love anoop but i was n't a big fan of a lot of the songs he sang on the show . i was hoping he 'd sing new songs . 
my wee break is over need 2 make icing , straighten my girls locks , help w make up & amp ; get party stuff ready.a mum 's job never done , luv it ! 
i dont wan na go home but the bags are packed & amp ; now i should go to sleep cos we have an early flight in the morning . gon na miss this place 
finally finished adding the & quot ; cool & quot ; stuff to my project now i 'm just finishing up final editing uhhh editing it a real b & amp ; % $ # 
oh no ! so sorry ! did n't mean to ! but yeah , bbs are ze best ! pls get one asap ! i swear it improves ones quality of living ! lol ! 
my f'ing comp still wo n't work . i think that i will cry if i 've lost all my pics . only just put on it , did n't get to put on cd 
plane late 1.5 hrs . wife & amp ; i have 3 hr layover in charlotte instead of 45 mins & amp ; a drive from wilmington sc to myrtle beach in the dark . 
we 're playing a show tonight ! ! ! at harmony sweet yo . in new braunfels . if you know where the fuck that is . 8 bucks ! ! ! 8:15 ! ! 
doing update stuff , but unfortunately have no time ... i should learn .. but now , i ca n't ... i 'm tired , i should sleep & amp ; wake up early . 
& quot ; google tasks & quot ; is very good for taking notes . i 'm surprised . too bad the iphone version sucks maybe it 's time for my first iphone app ... 
down 18 ... at half ... wow ridiculous ! ! c-mon cavs ! ! show em ' who 's booooss ! : ] just win this game ! its all bout ' this game . 
i want to : study abroad in australia ! get lifted in amsterdam ! peep the music scene in canada ! hit up drum & amp ; bass clubs in london ! but no $ 
hahaha agri was so late ok ! i bet u muz b at church now ! i juz came back from e airport . lol . n no , i did n't find you-know-who . 
2:45 am , heard a cat being attacked by dogs , went out , saved it from them , paralyzed legs , gave love , water , & amp ; aspirin , it died later 
ugh , i 'm a little frustrated right now . i 'm in a strange city . basically been kicked to the curb . have no clue what 2 do . ca n't get stuff 
ah well . . . it 's time for me to shut down the computer . my precious music which i do n't have a cd for , will have to stop for the night 
i know that no one will believe me when i say this , but i swear i have a tumor in my left armpit . i know that 's retarted but i 'm serious ! 
nolove ... bout to hit up bffjordisimo 's casa . i need a carr ... probably wo n't go home tnight.. but my batt dyingg . , ill walk ? lol & quot ; p 
what a hell .. ? i 'm gon na get madden mcfly mcfly mcfly .. they 're my life now , they 're at my country now , and i can not see them . 
no more puppet commercials ! ! ! yes ! ! ! no more stupid vitamin water commercials ! ! ! yes ! ! ! dwight dethrones the king tonight ! ! ! ! sad really 
jus got back from da mall with travis , damn the cavs lost ... . that fricken blows , poor lebron ... aha not , i dnt giva _ ! now lets go magic ! 
lol i 'm older than 29 too ( 34 ) just wish i would have met hubby earlier in life . & quot ; advanced maternal age & quot ; does n't sit well w/me 
*update : sb 110 fwy x 8th st* correction : dead female now '16 y/o ' ; lafd complete ; chp & amp ; coroner to handle ; nfd - brian humphrey # # # 
i just had a bug crawling on my leg . it scared me . but now its in a water bottle i found on my floor . hopefully it doesnt find a way out ! 
i guess i should go to bed now { aka just sit there and watch tv } ... .wont help on the waking up early part ... oh well . buhbyes now ! haha . 
10 weeks tho , huh ? i met u in dmoines ( c my profile pic ) , my & quot ; magic & quot ; did n't convince u2come back2omaha once more ? lol 
wow ! ! ! 5 bucks ? ! i shoulda left my car with you . i change my mind ... you cant go 2 yakima tomorrow ! ! i come home and you go 
eew ... i have a cold . yuck . a hot chai latte from a coffee bean & amp ; tea leaf sounds amazing right now . too bad it 's across the country . 
yeah why pay for m & amp ; gs ? its no fun so basically i 'm paying for fc for nothing . laame . yeah , get there early . ill do the same 
tom ! ! ! ! ! i alredy miss you in sï¿½o paulo ! ! but i 'm glad you back tomorrow ! ! wish i could see you , take a picture with you 
lmao haha no i getcha ... : / i 'm just ... annoyed . cause its not in my room and i put it in my mums and she ca n't find it . fuck 
i miss my boyfriendddd & quot ; so come feel this magic ive been feelin since i met you cant help it if theres no one else mm i cant help myself & quot ; 
i am sooo not feelin going out 2 the next spot . my bed is calling me ... . do n't u hate when u did n't drive some1 come give me a ride pls 
you stopped replying pa to me ! hihi ! ; ) ) steady . medyo bonding lang with sina jave . i left rin earlier to go to jan 's eh . ; ) ) 
i do n't trust humans no more . take me out for the day someone sticks a needle in me & amp ; i wake up with a bald belly . loosers the lotta ya 
im tired of so and so telling me they wont go see a movie with me because their so and so wants to see it too . i want my so and so back . 
well the 30th , they went to essos , i did n't go because my car is broke and i 'm sad and i did n't have a dress to wear . i feel bad 
it 's a baby rook that has fallen out of it 's nest but the rooks were only trying to save it ! it 's walking but it ca n't fly ... poor th ... 
's latest post is trying to make me hate my team ( the lakers ) or at least see the & quot ; truth & quot ; about them . i disagree ! go lakers 
i huuurrrt ! ! i got a crazy insane workout just doing the shoot . freakin ' raging river beat us up haha . i so need a massage , eh eh eh ! ? 
last week of school ! ! ! ! ! ! ! ! am i out on thursday or friday ? ? ! i am sad too though wahhh but happy ! and excited wooh gv 
i did n't see any of it , and i 'm glad . i honestly think he 's fed up with the coaching . he wanted sasha in but mb was n't on it . 
i 'm not tired , but i may as well go to bed ... it 's been a long , boring , lonely night i need some snuggles , darn it ! lol nighty night 
shit ! i have a bug bite on my ankle ! ! and im just going to fall asleep with him now. & lt ; 3 its the best way to end my night ... 
shout out 2 essendon , i had faith in you even if nobody did & amp ; its only tha 3rdq & amp ; ur gettin pumped by 100 points at least it was expected 
at denny 's by myself , getting some grub to go . so i need a wife before i move to la cause i heard a good girl in la is hard to find ? 
wait , you 're at jeff 's birthday ? ? ! ! i was sooo gon na be there but i have family in town today from home . i 'm sad i missed you 
my copy of miles davis ' & quot ; on the corner & quot ; is missing from the case . i 'm completely distraught . ... that is one of my favorite albums . 
what a night ! in a & amp ; e til 5am after my friend got punched in the face and knocked out by a bloke ! ! ! going back to sleep now xx 
to sims or not to sims , that is the question . it 's so late already ! nothing planned for tomorrow , not until the afternoon . & gt ; . & gt ; 
ew , so skype is n't working on me but i have a ton of coursework to go through so , you know , baha . & lt ; 3 for yours , dear ! 
where 's my thank u , i am the 1 who said ill get willy wonka to u if you won game 6 & amp ; sent u a video of willy wonka no love 
-- it makes me wish dearly that i could contribute some to the pile . *sad sigh ! * i ca n't even write fan fics . how can i write a book ! ? 
oh man half term is over now ! ! ! ! ! this sucks back to school . had an awsome and weird week with ! ! ! luv u snorts . cya at school 
new possible master is down to one . have n't met him yet , but he 's already a lot of fun . if only he 'd let me cum meeting him this week . 
i ca n't sleep . eli climbed in bed with me and now i have his giant little ( yes , an oxymoron ) foot in my back . he travels while he sleeps . 
this blister is & quot ; eina & quot ; . going to put the heater on , screw eskom , my room and i are freezing ... business management is not so exciting ... 
in a freakin tour bus thingy with my whole family ! ! road trip too florida urgh i 'm already car sick ! ! ! save me ! ! ny i 'll c u later 
& quot ; connecting to region & quot ; problem is back , no matter which sim i connect to in osgrid . how come others are listed as online ? do n't get it 
one tree hill the best series . sophia b & amp ; jackson b.are the best actress in the series , section of j & amp ; s stands at q coffin made me cry 
it 's a shame my mum wont let me be an actress im very guud she thinks i can sing and all but wont let me be a actress , i looked up alot ! 
today i was dreaming with mcfly : i went to their show and dougie wrote an & quot ; autografo & quot ; for me ! amazing ! ! ! missing them here ... translate 
i 'm in a floaty mood tonight , just want to lay back , close my eyes & amp ; listen to katie noonan 's pretty voice , alas i leave for work soon . 
had a great weekend ! 1st day of june 2moro ! ! omg the year is flying to bloody fast my baby is growing up 2 quickly ! ! ! nite twit friends ! ! 
i guess the issue i face is n't really other people wanting to or not , even though i might sometimes feel annoyed that & quot ; no one wants me & quot ; . 
im just wondering ... if it 's this hot in may ! ! i wonder how hot it will be in august ! ! and it 's gon na be ramadan in august ! ! 
why do i always have to do things that i dun want to my mum always forces me to do things that i dun want to do em ... ... ... ... ... ... . 
lst nite , ~20yo babysitter ws impressed when i shifted frm phone to txtng her b/c of noise : & quot ; wow my parents would n't know how to text ! & quot ; 
just woke up . i really hate waking up early . my body needs to learn that i 'm not ready to start my day at 6:30 so let me sleep longer ! ! ! 
i sure could go for some coffee right now . but i do n't have a coffee maker and i do n't want to go to starbucks for $ 5 coffee . poor me . 
i know i can still go , and i will , but tomorrow is a monday and june 1. it was awesome for the mild ocd i have . i 'm just a little annoyed 
k well im back from visotin and i had a little bit of fun and i had to go to the hospital last night from 630pm-11pm no fun at all ! ! ! ! ! 
one of those days i wish i was a sphynx , this fur coat is too much , lying with mum 's mum on her bed , coolest in the house , still too hot 
oh , sorry ong vu , nhin vo twitter toan chu la chu , hong de y ong nhan.sorry : & gt ; .hoc cung binh thuong thoi ah , hong muon noi la ngan 
i know right ? lol ! ! ! awww , that sux girl ! ! sorry i 'm actually thinkin i may go back to bed for a while ... .love ya ! ! ! 
hiya twitpeeps ! ! ! sorry i have n't been on in a while , i was grounded from many things that gave me joy i 'm back ! ! watching lars and th ... 
i thought i 'm supposed to be able to sleep in on the weekends ? ! ariana got me up at 6:30 ! maybe take the kids to see up today , no 3d here 
'theres a simpsons ride at florida now ' 'is there ? we 'll have to go soon then ' -whey , my dad says i can go to florida , but whens 'soon ' ? 
headed down to denver to take z to the airport in a few hrs . it will b nice to b in summer weather . i 'll miss him though ... 3 wks gone . 
i have to pick up my heart off the ground i just had a lil kid ask me 2 buy him cereal 4 him n his sister.glad i had $ ! feels good 2 help 
i hate when i fall asleep on my hand ! lmao ! dude , i lost my wallet that night ! ! ! do u remember i had it in the car @ jitb ? 
yeah yeah i no i have stripy sunburn , shush ! ! lol x 19 days to the gig ! ! i dont think i can sleepover dad ! ! have any ideas ? ily 
i 'm so cold . it 's already morning here but i 'm not yet sleeping . i 'm just letting some thoughts out . i guess i 'm going to sick . phew ' 
was forced to stay awake all night ? ! yep . julia . me . meee . cause of my sister and her dictatorship . booo . well ... this is the stupid part . 
watching & quot ; marley and me & quot ; ... too cute of a movie ! ! ! anywho , my lucky sprinkles have been retired since the cavs lost ... .ohhhhh the pain 
ill be back tom . night ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! been gone for 5 years ? ? ? that 's what it feels like 
you know when you go to bed thinking 'shit i hope i do n't dream about that ' and then you do and it 's x2821 worse ! i hate it so much . fuck 
i 'm up..n i 've got to stop mobile following u. oh , i had a dream where i died . ima write a few songs ... u got my bbm ? get @ me.. 
have n't seen anyone all w'end ( no the nice man on the till in m & amp ; s foods does n't count ! ) & amp ; starting to feel somewhat lonely now 
lost one follower ! oh well ! ! did you ppl hear about the smosh food battle 2009 on youtube ? well there is a poll . vote for burrito ! ! ! yay ! 
sorry ! ! ! ! ! ! ! ! ! ! ! ! ! stupid real life getting in the way of my coffee time with you i will make it up to you ! 
alright im outta bed and back on runescape , what now punks ! ! im gon na get 70 fm from 67 in one sitting 108 combat ftw , i wish i was lvl 3 
this is the hardest day of study ever . everyones out in the sun & amp ; neighbours are blaring kol in their garden ! & amp ; my room is like a sauna . 
i really wanted to see lebron & amp ; kobe in the finals . oh well ; delonte took his shirt off at the end all & amp ; my disappointment went away . =d 
i really wanted to see lebron & amp ; kobe in the finals . oh well ; delonte took his shirt off at the end & amp ; all my disappointment went away . =d 
i remember i could not wait for my bday when i was younger ... .but now that i 'm older ... .i do n't want that shit ... .i wan na be a kid again 
taking it easy 2day & amp ; clean out the dvr . the wife is sick so i 'll have 2 be there for her . seems like the whole fam has been sick lately 
as a kid walked to school by ourselves everyday . even in the & quot ; safe & quot ; place we live it 's sad i ca n't let my 6 yr old ! 
i think i 'd be 2 tempted 2 work around the sfgs & amp ; not wan na jus chill/chat w/ them ! oh , & amp ; your bz lost again last night ! 
oh my , i know that sitter was worried sick about it too . yas said & quot ; look lady , nothing personal , but i want mommy and daddy & quot ; ! 
yo im soooo hungry my arms are shaking need food now ! whoever said cereal is a full breakfast is a dam lie . not a liar , they are a lie ! ! ! 
noooooo ! ! ! ! ! i ca n't view the mtv movie awards online or the preview for the new moon trailer , it wo n't play in my region ( aka canada ) 
i try to see the earthlings movie but i just ca n't do it . i do n't eat meat and i ca n't believe i use to . horrible what is done to animals 
yea , but i liked where i was , not to big , not to small ! now i have to buy to big so they 'll fit i 'll just have to learn ! 
i 'm sorry to hear that . take it from some one who 's been living the life for a very long time single life has it 's perks too . & lt ; 3 
i am sooo tired ! ! i went to church came home , and slept for like a million hours . finals tomorrow i want summer to be here ! ! ! ! ! ! 
why are there little flies everywhere ! ? and why is there a lump in my armpit ! ? i 'm scared . it 's not a bite , it 's under the skin . 
why in the world are all tweets now saying & quot ; from web & quot ; even if it was from my app ? i love tweetie . it should say from tweetie ! 
last minute panicking sets me into a & quot ; just-pass-can-already & quot ; mood . but before that , i 've to get pass the & quot ; i-know-this & quot ; stage . 
hahaha i so am ! it sucks that i 'm not gon na see it on tv till 12th june or so ... i 'm counting on cara & amp ; the live streaming ! 
fail ! : hey - bgt yay , at least julien got a contract 3rd place - i loved him & quot ; im a failure & quot ; wahhhhhhh cant wait till summer -â€¦ 
watching strictly ballroom for the zillionth time . i adore it so ! also , i have the oddest craving for a pb & amp ; j , but i have no grape jelly . 
i 'm white too haha but , i had to have been born black , cuz i love black women , black music , nba , but , as i 'm white i 'm freak 
youtube 's trying to break me , i swear . must they take down all my videos ? and they 're all the ones i do n't have saved to my laptop ! ughh ! 
today ... .the mtv movie awards , my brother 's party will be a little short for me , 'cause at 7 p.m. starts the mtv 's ( mã©xico 's time ) & amp ; 
i 'm going to tunisia 3 weeks today ! ! arrgh . i have so much to do before then . first things first , got a few exams to pass . i 'm scared 
so extremely grateful that i do n't have morton 's toe ! ! ! ! i do n't know what i 'd do if i did , i would n't be able to stand myself 
lol ... i 've been good just workin ... & amp ; yea i got ripped ( white ppls slang ) last night ... & amp ; now i 'm back 2 work 2day ... 
feels sick , wish i was off 2moro schoooool d : getting up at 7am d : exams d : aaarrghhhhh , supposed to be going to bed @ 10 : s will do soon 
i ca n't believe it 's 10pm . it 's been such a good day but now it 's over , and i have a migraine coming had this stinking head for a week . 
watching & quot ; the hills & quot ; marathon on mtv .. ca n't wait for the finale , and then the mtv movie awards ! too many things to watch go detroit ! 
my body is n't happy with me . neck has a kink , tummy is angry , knee is creaky . i know i ate pasta yesterday ( oops ) , but come on ! 
if it was n't 4 bad luck , i 'd have no luck at all ! the latest ... injured my shoulder/collarbone last night & amp ; it 's giving me a fit today . 
so we 're shooting and killing abortion doctors as they walk into church now are we ? is that what being & quot ; christ like & quot ; means to you ? ? ? 
pizza and pasta ordered ( because am too lazy to cook ) , app to pima cc sent & amp ; accepted , chem ii registered for , tuition paid . $ 614 in bank 
ugh tenant wants 2 meet 4 coffee & amp ; talk . we live in the same flat - we ca n't talk here ? ! ugh . hes probs gon na yell at me 
i just ca n't get you out of my head . i do n't want to move home , it 's really sinking in now and i 'm close to tears thinking of leaving ... 
you know you 're following only celebs on twitter when every message you get says & quot ; going to the mtv awards ... . & quot ; hey ! hook a girl up ! 
so , goodnight everyone ! this was a good day until i hit my toe . do n't know how well i 'll sleep since it hurts tweet ya in 7h ! be blessed ! 
so my going to bed at 8.30 plan did n't really work because now i am awake and wo n't be able to sleep for ages penis . i 've had 3 hours hm . 
i put on oil ! : l and sat out all day ! but im in so much freekin pain now ! i wish - i ate them all when i was chilling ! haha 
today sucks . l 'm feeling really lonely for some reason . : / all l want to do is hear his voice and feel him holding me . but he 's not here . 
ugh for a moment i remembered leverage s2 begins june 15th and was all & quot ; yay two weeks ! & quot ; but then i realized it was july , not june . 
miss mommy . you 've been gone 4 3 days ... it feels like forever . you 're comin home in ... 2 hours and 30 minutes . why ca n't it be now ? 
just waking up . did n't even go to worship this morning . ( we finally went to sleep @ 6 ... .service - 8:30am . *smh & quot ; no & quot ; * 
i wonder why 4 years ago , when i 'm takin my o 's , my mum did n't set aside chicken essence and breakfast . and this year , my bro gets it . 
up is awesome in 3d , by the way . no eye strain , no cheap 3d tricks , just a beautiful sense of depth . way to go , pixar ! just no short 
http : //twitpic.com/6d8lo - and this . i could live on that river . oh wait , i kind of did . i lived a block away . haha . i wan na move back 
& quot ; f u just giv me a chanc.1 lst chanc , il prove na ur very special 2me n that i lov u more dan anythin els in ds world & quot ; 
i played flute , piccolo and oboe . woot ! ! ! ! ! but in marching band just flute for one year , then piccolo . & lt ; 3 i miss band ! 
am now +540 def , changed spec a bit and glyphs . tanked gun-h. epic fail . so painful . 2x shammy & amp ; fury war : all kinds of crit and threat . 
