wah i ca n't see clip , must be el-stupido work filters . ca n't wait 'till i get a 'puter . something else 2 blame ex 4. he broke mine 
hahaha sorry about u not feeling good , is the game still going on or is it over , if so who won ? ? its not playing on tv here 
first session not good , lost quarter of stack with kk and down to just over 3k now . will be in need of a double up soon if no improvement 
i do n't want my tutor to come . i 'm hiding my shitty phy test from him btw . and i have no confidence for my eng test on mon 
nope i dont think so ! im gon na be off now anyway ! you 'll have to twitter me or fb me about the thing ! ! ly loadsss xxxxxxxx 
no cause i have no one to go with tbh or no one has the money to go now , gutted cause i live like 10 mins from the venue xx 
super hungover today hmm a few glasses of pinot lead 2 a couple shots of stoli and so on , and so forth ! wine is like my gateway drug ! 
noooooo ! one more day of 'freedom ' then life gets tough again ... i do n't want to go back and i will try everything to stay at home ... 
all my stuff is already at the house haha . so its now . but i have to wait to go to the usa . 5 more weeks for my immigration 
i call white castle burgers belly bombs -- -- so yummy but 15 mins later my stomach is aching ! ! ! might be that i just ate 10 of them 
it honestly is me gillyette , i just want to be me i think i have your email somewhere , i have been so busy with my mum , 2 secs 
fuuucck i have over 100 pages to read for a class ... .aghhh and most of the time i have no clue whats happening when i do read for it . 
at sonic in florence ( y'all ) , ky after chasing n9umj-7 balloon . it landed up in a 100 foot tree in a ravine in rural southeast in , oops 
80 in dc , walk on the crecent trail.. back to bmore , bbq @ fire house.. wat a great day . except for the capitals 2-0 in series w/ ny 
i was so sick , i was wide awake last night . damn because i totally go out it 's so nice out wtf i hate colds . ; __ ; 
ok , i change it : youwhore ; ) or is it youiwhore ? that 's not right . i want to be an iwhore too goddamn beautiful gadgets : / 
i was crawling out of bed about the same time but i do n't even work nights ! i feel so lazy , i guess i have a good excuse though 
i hate symbolic logic ! this crap makes me wan na quit school ! screw modus ponens , modus tollens , & amp ; proofs cause i 'm goin shoppin ! 
ok so i had a not so brillant idea to go to the store before the rain ... made it 2 streets only to be blinded by the rain..back home now 
noooooo ! family guy on bbc3 for the next 3 hours ... i should really go to bed at somepoint soon though and i 'll miss new fg tomorrow . grrr 
ugh i hate disappointing my friends told them i was going to a party , and now i ca n't because i have to study now that i can see again 
i know ! condos are no good 4 hot tubs ca n't wait 2 b back in a house again ... jus got ta keep tellin myself this is temporary ! 
i 'm too poor to eat in downtown or anywhere near there ! lol . sorry i ca n't help but hope you have a good time in da chi ! 
woke up at ten , was up for twenty minutes to check emails and stuff , went to sleep till one . up for two hours and slept 'till five . 
i find i 'm using the stroke nib as my main one on the intuos4 . better feel ... and the black nibs seem to be made of butter now . 
shit . watching house marathon on usa . it 's that recent one . with meat loaf . you know ... *that* one . actually going to the library soon . 
poor me i only hav celeb twitter friends , and none will reply ... ... none of my real friends hav joined-up yet ( yes i hav real friends ! ) 
my parents just made our guest room a game room . our game room is now a & quot ; den. & quot ; my room is the new guest room 
i feel like a douchebag . now i miss on the chance to have it altered by wednesday if it was a bit off . which it most likely is . 
anyway ! as u already know , i 'm kinda annoyed but i do n't trust the direct message so if u have my aim , holla @ me on there 
god i 'm still tired . well guess who kept me awake ? haha do n't blame you . that meant i did n't get my twelve hours sleep last night 
same boat i 'm in ! made lifetime , got away for too long , and then 19 pounds over goal . but i 'm back ! you going back ? 
the tags pages have more splogs these days . i just looked up the tag for mumbai and 50 % of the sites were splogs . used to be 0 % 
i try daily to only think and see what 's good . it 's amazing how much better life becomes , but it is hard to do it all the time 
is getting mixed signals from a ( different ) guy ... dear boys : please do n't do that . it *really* messes with us girls more than you know . 
watching slumdog millionaire - omg - it breaks my heart to see these kids in those conditions -i 'm sad , horrified , & amp ; ca n't bear to watch 
someone just sent me $ 1.00 via paypal but paypal charged me a $ 0.33 fee and that only left me with $ 0.67 but thank you for sending the $ 
still no phone . bukas pa raw in the afternoon ... oh well , i survived 7 days , what 's one more ... day ... another day , another destiny 
i was actually referring to all time low , i really do n't know whats going on in texas i wish i did ... i wish i was still there . 
omg , i now know what the readathon is about , i had no idea abt this event ... i wish i cud have known earlier & amp ; participated ! 
why is snl not new ? and this ring i bought today is turning my finger green . and now i have 2 prom dresses and ca n't return either . 
i had the most random day of fun . i ca n't believe its over already . now i ca n't wait for tomorrow except its gon na rain ... booooo 
at home , plans fell through like always . and news for everyone , i think i got used last night ... .and its not a fun thing to feel ... 
ok fire marshal is tripping . we r at capacity at sugarhill . had to turn people away . and the damn ac is not working . what a night ! 
just ordered a new bag from urban outfitters ! woo-hoo ! time to retire this old one . going to bed now . got ta be up early night all ! 
i 'm too sleep deprived to enjoy all this house music i 'm playing - i will never stay up till 4:30 am only to get up for school at 6am 
if i see one more tweet about the sil/qd concert , i am not gon na be happy . sleep now . bus ride somewhere . i have to leave tomorrow 
is anyone else watching you 've got mail right now ? rockstar . i need the pickup . it 's one hit after another for my ppl the last couple wks 
alms race was great . will never forget the corvettes ! ! ! one more day to go with indycar ... my fantasy picks did n't do so well in qauli 
nice ! i did n't know you are a spurs fan . that makes like six of us on lsb , hahaha . kinda glad i could n't watch tonight . 
i lost my on a good day cd that i bought on the streets of chicago , lets hope that itll give the person who finds it a good day . 
hey ... on your side bar under & quot ; web address & quot ; over there -- -- - & gt ; your web address is a bad blog page 
ahahahha i saw lol . & quot ; i like my biscutis reallllllly hotttttt ! & quot ; lmfao i hate you both , i fucking called him ! assholes ! 
not normally into the blond hair/blue eyes , but old regular elizabeth is back & amp ; looks amazing as ever . alas , she 's going back on tour . 
damn ! i love my nigga . but how can i tell him his girl looks like the shit out my hamster 's ass ? ? its not even a joke 
tough love is serving as coffee cause i ca n't sleep without watching the end ... i 'm gon na be sooo tired @ church got ta praise him anyhow ! 
no im not . i have no way of getting there lol . are you going ? and im sorry you got burnt i can imagine how much it must hurt 
when sad for saying goodbye to your boyfriend do not , i repeat , do not watch a movie based on a nicholas sparks novel.. ! ! ! i 'm drowning 
oo you are lucky ! i had an exam 9-12 and the rest of the day i was studying for my exam on mon its never going to stop ! ! 
i fell last year on the other knee . less bruising & amp ; full lower leg pain , but still took weeks to heal . i 'm over myself already 
joe and jon did the butt dance together n i thought i was recording it but i did n't push the button all the way so i did n't get it 
anyway , i am going to be super busy tomorrow , so i have to go to bed now if i plan on being up at 7 tomorrow . yay ! 
just got home from attempting to go to the club . chelsee passed out before we go in . so we left , no club . got ready for nothing . 
me : & quot ; hey , what is that barenaked ladies song that i like that you do n't ? & quot ; her : ? ? ? me : 
hehe yeah i failed tho was n't prepared at all ducked it up only did a mile : s how are you i need to text you more i thinks xx 
it 's not 24 hours anymore . wtf ? but we 're getting milkshakes at the denny 's on ann arbor rd . all the brokenhearted s bucks-ers are he ... 
dammit , why 'd my brother have to take off with my wallet in the car ? ? i could n't go to the star party tonight because of that . 
i 'll def . be there if i 'm not rostered on that nite . been workin sat nite a lot lately why do ppl eat at restaurants ! ! haha 
i hope cal day & amp ; picnic day @ day are not scheduled on the same day next year ... that was bummer . i wanted to go to both 
i hope cal day & amp ; picnic day @ davis are not scheduled on the same day next year ... that was bummer . i wanted to go to both 
no kids and no husband in the house tonight . it 's been just my animals and myself . i am very lonely . i do n't like an empty house 
omg ! i totally did not get this until now . i 've been slacking on my twitter stuff . hope ur havin fun ! thanku 4 the invite ! ! 
: / i know it 's bad , and will be painful , but i really want that jaw surgery , sucks that braces ca n't even fix my underbite . 
home sweet home , sickling is in bed and my eyes are fighting to stay open . time to crawl into bed , i have to function for the ap tour 
twitterberry not responding but mobile net fine ! off to a meeting in the city for amf . not ready to get back to my life so soon ! miss l.a 
i am sorry you missed your girl . i know how hard it is to lose our furry friends . it 's been 1 year since i lost my boy hugo 
i sure do ! too bad i 'm in denver i need to hurry up and make my millions with my veterinary degree so i can buy my jet ; ) 
did i mention i got to see sin city bluray before most can buy it ? only good luck today two places i tried to shop at had closed for good 
why is it that parra eels are sucking so much lately ? grrrrrr i recon a group of 10 yr old girls can do better then they are right now . 
i feel bad for asking , who were the hot blondes i met on the xrco red carpet that told me we know each other on twitter ? names escape me 
got up early to watch the f1 , but with the rain and sc , it 's more like watching traffic go by on the m25 on a wet monday morning 
sitting with lotte . we had to do a newspaper-paper round at 7.40 am / : god , i 'm so tired ! and i 've got a hangover great ! 
did the gardening , got some trees to plant as had to cut down a dead one . getting some more fish as the heron dined dined out on 20 odd 
honey i'm/was a huge fan of dk it 's sad how you guys ( not including andrea and dawn ) let it go so easily very depressing ! ! ! ! 
eff my life . mom and i went to papa johns to get some pizza and we told them no cheese but guess what was on it ? ? yeah ... 
haii . this is my first time on twitter . i have no clue wtf to do so ehh ! my day has been so shit , and i miss nathan 
darrrlingg . going out for dinner : s will be back not to late , chat then . hope u had fun today ! haha i fad a great day loveyouxx 
loved being up on stage at gsl and meeting jb and suzi p ! ! ! what an awesome show ... shame i lost to a 13 year old girl ... 
talked with mosso , most requests complete & lt ; 500ms , but it spikes to & gt ; 2000 ms randomly . static files w/ nginx . no solution yet 
totally worth it : & quot ; seoul train & quot ; documentary about people trying to escape north korea , instant watch on netflix . it made me cry ... 
is upset @ my situation -im sick- cpa exam is in less 2 wks- im tired- ive missed out on so much already-my wallet is still gone & amp ; more 
not watching today ; ( not home.. used to support honda , he he . but i 'm also big fan of kimi ! not very fond of hamilton , sorry 
y'all lucky , i 'm so 2000 n late , hangin @ yur pad alone , neen doin his thang in his room , wish i was partyin wid u guys 
