i have a sad feeling that dallas is not going to show up i got ta say though , you 'd think more shows would use music from the game . mmm 
realized it 's holy week & amp ; my pastor mother is going to have to fit in hospital time between services & amp ; whatnot . no bueno for her . 
the animatic project is done . got a positive result . now i just have to write a 20 page report in 2 days . it 's gon na be fun . 
so i see snow outside , i 'm so sick of ohio 's weather ! ! 2 more years till i move down to palm springs , ca..missing 79* weather ! ! 
throw in leopard and i 'll not only buy a bundle i 'll get 5 others to do the same ! most ap 's require leopard , and me no gots . 
no , but my blackjak 's media player is corrupt ( even tho it 's in rom ) so also wo n't ring . they say i need to get a replacement 
long day of moving and painting with the fam , they even & quot ; treated & quot ; me to a huge mcdonnalds dinner people need to learn about health food 
how an earth can you be in fab mood when its raining ? it started raining when i was on the bus , now my feet are all wet ! ! ! 
would have rocked the forecast , until one last batch of precip snowed out 0.01 & quot ; in the first hour . i just ca n't make up my points fml 
sick on top of my chronic issues ... home work even though i just had 3 weeks off and have a short week this week ! just so ill ... blah ! 
i 'm a mess this am ... hmm i planned the bf 's suprise bday 4 him so i 'll be busy wit that & amp ; then probably jus chill..u ? 
got to take kitty back to the vet this afternoon she is in the garden looking worried & amp ; grumpy . i wo n't murder u honey ! ! ! xxx 
so what , all the new canon slr 's record video now ? ? new rebel t1i comes out in may : 12,800 iso , video , 15.5 mpx ... . *sigh* 
just wants to sleep , no matter how much she 's missed school , people , and playing music . she 's just worn out , and it 's only tuesday . 
billy ray 's new album is fantastic . i 'm listening it on itunes . i 'd buy it but it 's not out in aus make it come out here ! 
i am equipped with new music , including the best of meatloaf w/ 12m & quot ; i would do ... & quot ; - could n't find 17m version - wooha 
rescuing t 's twin , not by birth , but definitely by love ! just an excuse to see the sheep again , but sadly no top down on the convertible ! 
gawd in so out of it ... . presentations for my eng class.. so freakin scary ! i did n't even finish it . i kno i 'm a bad person . 
i ca n't have a dog in my apartment , ca n't really afford to move ( or want to ) , and my lifestyle is n't conducive to having one . 
i missed my first class too . well ... i 'm going to . lol i have too much stuff to do . i 'm really scard about my grades for this 
at work , tho its friday its an awful friday , they have my take n income n calls for 9 hrs when i usually make outbound calls , what a day 
woo-hoo . . i 've hit 200 followers ! lol thanks to those who follow along ! sorry i 've been too busy to tweet much , its tax season ! ! 
thanks for your tweet , but i am hopefully they are aware of the problem ? hopefully they will & quot ; fix & quot ; it sooner rather than later . 
almost time for a ride . q : will i get it done and stay dry ? a : no . cos my shoes are still sopping from yesterday . boo . 
i just realized , my day is n't complete until bo pulls a & quot ; juuust kidddinggg ! & quot ; on me . hahahah , he always gets me . 
awww poor zach i 'm sorry ! that 's not right of people to just put your interviews up on youtube ! like what ! ? ! mrs.cjbaran & lt ; 3 
hnn , text me ( or call me : \ ) if you want to like/want/whatev to talk to me , but hmm , i see , you want to ignore me 
u sound like me just b4 i hit 1.5 hrs . sadly today i was outlasted by a woman who was clearly 70 ! no jokes ! she 's a machine ! 
well i know what 's wrong with my spine ... but nothing to fix it right now , great ... time for meds then bed time ... story of my life ... 
off to work . almost dead . its going to be a bad bad day i can just tell . think of me whilst youre tucked up in bed sipping tea ! 
ok-i have to get off twitter-got 2 get up early & amp ; take one of my teen-kids to dentist-has 2 b on a sat . holly asleep by my feet-poor pup 
my house do n't watch enough tv to get an hd box . it 's like 400 bucks , then monthly cable fee . : \ but it 's so presh . 
nominate for what ? i ai n't getting into politics ! : ^o anyway , do n't know if i got fans , acs yeah , but fans ? lost case anyway 
we 're going to san antonio in 4 hrs and i need to get some sleep- i 'm sure it aint helping that i 'm eating and whining about my gray hair 
a lot of death . mrs. b , two residents last week , two today . for the first time in 12 years actually there when it happened to mrs. g . 
funerals are so hard , especially when it 's someone so close to you like your dad , i only got to spend 15 years with him . i cant do this 
well the truth is , i did n't want to hurt your feelings & gt ; & gt ; stick to the day job lol ... it 's all luv still xxx 
slept in the same bed as my 4 year old brother . it was a rough night . i think he beat me up in my sleep cause my back hurts now 
just read tonnes of jb gossip , and think its all crap but watch the video of miley n nick when he hits his car . poor nick i feel for him 
twit help : how do i remove twitter column from tweet deck . i set it to stay signed in , it 's not budging and i dont want it there anymore 
i 'm freaking out about zachy going to the dentist i wish he did n't have to go thru this . i 'd like to go outside but house is trashed . 
i 'm never guna be able to give up on you , even though i have no chance of getting the old 'us ' back..so please do n't push me away anymore 
im sleepy ... i did not get a good nights rest but thats ok , i will tonight ! im going to go enjoy the sunshine today ! ! ! ! ! 
i am very excited to see rk and owl city , but i am still wanting to go to anberlin 's show ... if only i had someone to go with me 
first there was no milk for cereal . then i saw no more bananas . made some toast , and dropped it on the floor on the way to my mouth . 
last day of bowling tonite so sad ! ! its a beautiful day outside i plan to go out once dylan takes a nap ! a much needed nap ! ! ! 
do n't , please i have n't spoken to him ! in all the times i 've known him , i have never had the chance to be alone with him ! 
ughhhh . i 'm getting sicker . but i 'm still going to prom . if only i could convince my parents to let me stay in a hotel with my friends 
anyways , i just woke up , i 'm pretty much a physical mess right now and i 'm also sad my dream of seeing sorority row with rudd was n't real 
thanks ! r & amp ; r is my original on the album . i just realized that u r in finland and lastfm is going to be charging there soon . 
had my scooter stolen last night ... i feel so violated . it was a piece of crap but at least it was my crap ... now it 's someone else 's 
i have to be up in three hours time , so i 'm going to try and get some sleep . i 'll talk to you later , i guess night xxxx 
but you did n't and i 'm scared oneday you just wo n't say it again but what about when you 've hurt me , it has n't made me want t 
is still revising . when will this hell on earth end ? ok , wait . not that bad but still ! other sixth formers will know exactly what i mean ! 
well ! it 's about darn time , dallas ! welcome to my twitter . i have more disciples than jesus had ! course , i lost one today i see ... 
terribly ! i was considering doing it today but ... ..my laptops bust ! i cant live without it ! ! ! ! love you lots freak x x x x x 
good luck with ur concert in san diego ! wish i could be there but i live all the way in buffalo i know u 'll do great tho ! duh . 
something i have n't done in ages ; woken up in bk @ 1:10 when i 'm supposed to be in manhattan @ 2. no online scrabble for me this morning . 
soccer went well , and i did n't die ! actually had some good stops and played a role in a couple scores ( for both sides ! ! ! ! ) 
ok physically , but was hit head on by a very drunk driver last night . everyone is fine , tho both cars totaled . i hope he rots in jail . 
i love & quot ; eryn & quot ; your melodies/note selections were very very dope ! the song is hot as well , i wish i had the full version . 
you should tweet me when you 're ready to talk . i tried to get you after my shower today but you did n't answer your skype & lt ; 3 's 
oh i understand , it 's happened to me and i never forgot it . i can tell you stories about oobe 's . have n't had one for a while . 
hey rosemary , do n't worry about it ! ! ! do n't want them wondering why ur shopping at this sad time . so sorry to hear the bad news . 
hmm musical is not really my thing , but i 'll see what i can do for you . i 'm off to bed now , have a headache nn ! xoxo 
haha you crack me up ! ! i really want to see your kids sometime ! i bet they are sooo cute . i miss the kids i used to teach . 
bored . back to school on monday . dont want to go . math & amp ; history homework to do grrrrrrrrr . pe moderation on wednesday . my life sucks . 
i have a friend with a lot of scars too , makes me love him more . if you get him , glitter polish on his nails ! ! do it ! 
went to stirling , bought a new top , only three pound , bargin ! ca n't wait til friday . more shopping , yay ! back to school on monday though 
i should send apple an angry email along the lines of & quot ; hey d-bags , 'we fixed your computer ' generally means you actually did something. & quot ; . 
my dad and julia will be home the end of may ! for two weeks only , though i might take my vacation then & amp ; i better see you ! 
ahh i have only 15 followers , on a happier note i hear & quot ; the sword in the stone & quot ; in the back ground playing on the tv 
that 's so cool - but i wo n't be able to see you well ill go to cinema to watch premier there with my brother : ca n't wait ! ! 
i call white castle burgers belly bombs -- -- so yummy but 15 mins later my stomach is aching ! ! ! might be that i just threw up 10 of them 
wig buying on ebay as i 'm too chicken to dye it because i 'm a fool arse ... 11pm already , forgot to eat dinner ... off to fry an egg 
chillin ' out on my bed . each time i eat something sweet i get an intense headache what 's wrong with me ? oh yeah i alliterate ! ! : ] 
i just had to use a & quot ; grippy thing & quot ; usually intended to open jars and other tightly sealed containers to open the cap of my new chapstick 
my legs are hot . no seriously i 've been sat here with my laptop and it 's been slowly cooking my legs . i think my wrists are also cooked . 
lol ... u know it 's true ! ! so how 's the preparation for tonight coming along ? ? i 'm still bummed i ca n't make it ! ! lol 
once again i am locked down in kitrell hall on a beautiful day working on a case study sometimes i wonder why i am a pharmacy major ? ? ? ? ? 
im much more of a reader than writer ... like an even less manly version of the saying & quot ; im a lover , not a fighter ! & quot ; 
, ... ... ... .than cortez ... ... .they are in the & quot ; teenage phase & quot ; ! well okay , kekoa jogged/walked with me the other day . 
i hate to say it ... .but lebron is a beast ! ! ! i got my money on the cavs for that series ... i 'm disappointed about my celts though 
i should go to bed . i have work in the morning and i 'm starting to get concerned that i am talking to myself as my friends do n't use this 
hmm ... first time here . do n't really know how to start . what am i doing ... good question . i 'm trying to clean my room ... how fun 
oh , you did ? i have n't been able to read all of them yet . lotsa email and dm 's today , was kinda shocked when i opened bo ... 
hi there . how 's the day going for u into chocolate ` ..naughty , naughty . i agree with u , chocolate is great ( me on a diet right now 
reading the island of red earth by elizabeth haran ... i do n't rlly lk it but ive 2 read it 4 skool by the way school 's starting in on ... 
reading the island of red earth by elizabeth haran ... i do n't rlly lk it but ive 2 read it 4 skool by the way school 's starting in on ... 
thank u ! it opened this time ! i would love that ! i had a french press & amp ; broke the plunger , never replaced it ! goooood coffee ! 
i am beat . what can i do with my 2 two year olds tomorrow in denver that wo n't kick my ass even harder ? beers in backyard not an option 
today i just hung with friends , nothing much . my guitar amp is waaaaay busted . i 'm back to school on monday god take my life now ! ! ! 
wine : rossofreddo ( chilled red ) w slice of peach , sangiovese blend during meal . pics did n't work svago is now in my top 5 , was amazing ! 
i have n't been to my house in 3 days . when i just walked in the kitchen i found i left a bunch of fruit out and its covered in mold 
rawr ! piano is evil ! ! ! im better at sports ; i should n't have picked piano garr ! i wan na drop that class & gt ; : [ 
will do ! she wants to come to star trek with us , but wo n't be here [ and she drinks earl gray tea and i laughed at her haha ] 
despite the fact that the ability to grow a beard makes me feel like a manly man , it 's a huge pain in the butt to have to shave every day 
i should probably go to sleep now . it 's so windy and loud outside though 5am wake up call tomorrow . if i have n't tweeter by 6 , worry . 
seriously could you be anymore of a cow if you tried ? am trying to be nice and help you out . am sick of being treated like shit . over it 
it 's saturday night . i dyed my hair today and i feel good about the way i look . and what am i doing ? i 'm on the computer . 
... hey there ! just wondering if you 'll be coming back to az soon ? i came down with the flu & amp ; missed the last tempe , az show 
yeah , my sis did . we do n't have her anymore though . been good ! just living life ! whats your name ? or a sn i might know ? 
i would imagine it would have to be a high speed handpiece and a diamond or carbide bur . we do n't have high speeds at our ofc or i 'd try 
is back in chch , oh yea ! ! now to find a new flat have to move out , flatties moving in with boyfriend so i have to go ... ... 
i am humbled . read & quot ; raising godly tomatoes & quot ; and realized i 've been too focused on myself and my wants rather than raising godly children . 
our kitty sakura got out , ca n't find her . its all my fault do n't know how i 'm going to live with myself i want her home so bad 
well 've no option but to do tht ... just tht it was my 1st cell 'n a gift from bro to boot , plus tht damn thing cost 11k back then 
studying for a german exam 2morrow ... is it against some sort of rule to have an exam on a sunday ? well it should be . wish i was on pearl 
( i wanted some even tho i am already wearing some boxers & amp ; therefore didnt need them but we searched & amp ; searched and could not find any ) 
tonight hurts bad ! ! ! hote tuna cover ltp over 20 years ago sym bustout.blight & gt ; rmh = get serious . gradle wdybt ? tpot & amp ; jack 
... profile page and hit & quot ; older & quot ; till you reach the two tfe events ... and paste each character 's arc seperately . or ; give up 
boo ! the kitchen fucked up my dinner order , they did n't give me french fries i think . unless i did n't see them or someone took em fail ! 
i need someone to help me break my ipod addiction . it 's not normal to listen to music as much as i do . i can do nothing without it . 
someone 's coming tomorrow to adopt my cat , cheezit . he 's under a year old and my beagle 's health is declining , so need to give up the cat 
on the darker note , i dropped my oakley radars ... its got little scratches on the bottom of the lens ... & lt ; /3 - yeah , heart broken ... 
i think i 'm thinking too much i 've been laying here , trying to get to sleep , and i ca n't even though i 'm superrr tired . : / 
mysak just left to go back home i did n't think i was very attached but apparently i was . i wanted to pick him up and never let go again . 
i wish i had my noodle with me so we could cuddle he would n't want to anyways ... he says i snore ( which i do not ! ! ! ) 
my poor dog 's not feeling well . she threw up an hour ago and now i think she 's having a bad dream . she 's whining in her sleep . 
so why is it that u like a guy that ur dating and u go ouï¿½ with another guy and all u r missing is holdin and kissin the 1 guy ? 
i wanted to say goodbye to you before i left but i ca n't , i cant , i ca n't do it : ' ( i wish we 'd stayed friends 
not much time off this weekend , work trip to malmï¿½ fri-sat and today i have to go in to work as well . but it 's for a good cause ... 
no i have n't hey but you guys are back in england ! ! ! welll it was super great last night ! ! ca n't wait for the next gig ! 
i just made a banner for my twitter , you can see it on several different websites . i 'm sad that i have to go back to school on tuesday . 
hiya , great ta . got to go and have a shower in a mo and do my chores then off to see my granny before lunch ! you alright ? x 
my dad tried to make me breakfast in bed but i got up ... how sweet of him . but i am gon na stop eating these bacon bakes ... too fatty 
aww ate lois ? bawiin mo na lang sa 18th birthday . : & gt ; : & gt ; i bet it would be really fun . : & gt ; 
rock band is so addicting ! ! i got burnt to a crisp . someone stole my parking space so i parked on my front lawn with my cellphone in it . 
i do n't want you to have to wait i wish that i could let you see him rite nao babe . but he would get pissed if i woke him up 
is gutted at the fact that there is no bread , no milk , no orange juice , no crisps & amp ; is completely bored of living off easter eggs . 
makes me wonder ! two things ppl talk about ... they 're doing this for the money or they 're & quot ; old & quot ; . really bugs me ... 
rocky was fun . saw the sunrise from kiernan 's window . wish he was here , too . no point in feeling lonely , got ta get used to it . 
grrr ca n't center a div in safari for some reason . using width : 50em , margin : 0 auto ; , works fine in ff but aligns left in safari 
ok i 'm upset ! ! ! ! woke up and put the telly on just as the news told me who won the grand prix ! ! ! ! ! formula1 
i wan na be in u.s.a it 's sooo wunderful , germany is boring dont cha ? work on my own song and i hope i 'll get it to become fameous 
ran outta graph paper - freaking out ! & quot ; can somebody get the kid some graph paper & quot ; ! - anyone ? ... please ? : ' ( 
your top 4 chess openings link brings me to a & quot ; makeup workshop & quot ; ? maybe that 's what 's wrong with my chess game ; too ugly 
so tired ... 3 hours of work left and so much to do ... *yawn* i should n't have stayed up for most of saturday . sleep for past 2 days=4 hours 
going to try and enjoy my last day of maternity leave home with my kids ... .it sucks so bad that i have to go back to work ... .i am sad 
is bored ... . and its still so early ! ! ! what to do ? ? ? wish i had twilight on dvd already i 'd just watch that ! ! 
tired , woke this morning to the sound of a digger ripping up next doors drive . not too bad you may think . ahhhh , but it was 7 0'clock ... 
hi , i 'm fly out to alcudia on tuesday morning thought i ' nip into work to do some paper work and my office looks like a bomb has gone off 
to quote the chemical brothers . & quot ; the time has come to push the button . my finger is on the button. & quot ; of the heater that is 
ok , live show tonight at 8pm uk ( 3pm et ) link to be posted soon . wo n't be a long one tonight , 1 hour max i 'm afraid 
ca n't sleep . still dark out . getting up anyway . tweeting in mini sentences . josh rouse songs stuck in head . none of them are on my ipod . 
roight . gunna shower and then tidy the house . i told pete he could n't come back to mine last night cos it was such a mess . it 's horrible 
just waking up for like the 5th time . zori keeps odd hours . got ta see london shortly ... .crush says he 's in town for one night only . hmmm 
they 've left . now , i 'm left wid homework . and i was just kind of wishing i could juz go wander off in lalaland ... widout homework , obkors 
awesome weekend . am buggered as shit now . got so much stuff to catch up on . for now , need sleep so badly . it 's weird sleeping alone again 
awake . nice and early on a sunday morning . thanks to my child who wants to be an alarm clock when she grows up . keep up the good work . 
spent the night at my mother-in-law 's place . i like her a lot , but the beds down here just do n't do it for me . not good sleep . 
omg i like lovee m ; ) bestest mag ever ! even tho i live in ireland lol , i went to get it the other day but they were all gone 
i married a spanish man so i 'm staying for good ( or until the diveorce xxpp ) and we ca n't have a dog , we live in an apt . 
my fingertips feel numb & amp ; they are red ( guitar kills your fingers , beware ) , its too fucking hot , and i am not looking forward to school 
they just announced on the plane that we 'll be waiting for abt 35 minutes to take off . so that will make us a total of over an hour late . 
i thought we 'd have you doing all your work in the free period on monday ! ( i hope you grouped the lines , i did n't , had to redraw 
at work today . tired . slept in . missing 2nd to last practice before the beast of the east . also think we lost the last 2 fish last night . 
gah my card got declined at the shops . silly card ! luckily i had ï¿½5 on my other card . i now have the ability to make beans on toast ! 
you can do 11mi and still play with kiddo . i manage 2mi and barely avoid collapse . i 'm not this thing called & quot ; a runner. & quot ; 
my slr is dead to the world now . my uncle broke it . then tried to fix it . then made it worse so now it can not be fixed . 
wow ... i figured that at 11am on a sunday at least one study room would be open in the link , but nooope . not even one of the booths ! 
trying to motivate myself to do the things i need to do . i would rather sit on the couch and catch up on dvr , but the dvr is n't working 
damnit , fell asleep and missed the damn race . i guess that is why we have bbc 's iplayer ! still ... weather 's nice , shame i 'm stuck inside 
it 's such a pretty day today . i want to plant flowers . it always puts a smile on my face but i have too much paper work to do . 
ugh . lots to do today . french , math , line up next semester classes , organize a presentation for mon , 5 page paper for tues. but no fun ? 
does everything come w/obligations ? ! had 2 fight a wizard last night in my dreams & amp ; woke up needing rest . i got cheated out of sleep . boo 
good morning . i just woke up . freezing cold . i think it was one of the best spring breaks i 've had so far . i 'm sad its over 
i 'm sorry . just think you wo n't have any school work in 3 wks ! it 's such a gloomy day in chicago . wo n't be sunny/warm till wed 
woa ! ! ! i just listend to jennette mccurdy sing with just an acoustic guitar and wow ! ! ! shes amazing ! ! ! jezz i wish i could sing 
it is such a lovely day still abit pissed about my camera ! claudia put me in a better mood last night though ! i miss taking pictures ! ! ! ! 
haha thats why im sad i thought i had money in my account so i was going to go to lush tomorrow but i cant because i dont have a penny ! 
its okay , but the teacher makes it seem worse than it is . aw , i 'm sure than spanish & amp ; french are both better than german ! x 
i ca n't believe it 's sunday already . i do n't wan na go back to work . blah.. at least we have all day today . desperate housewives is new 
i have running around to do today but i do n't feel like it getting out will do me some good , lol , even though i want to be lazy ! 
i 'm going to see 17 again ... lol . i 'm going with the girls on my floor . it 's our last time to do something as a group . 
i have a new mission for you . ready for this ? a ppp ... in washington dc ... not at pinkberry ( we do n't have it here ) but , 
nooooo ! left important paperwork at work which is a 90 min round trip and i need it for tomorrow ... . double gutted ! ! ! ! ! off i go 
last nite was crazy ... . now i feel so crappy ... . god please forgive me and i cant afford to do this again ever . i miss being with stephen 
just woke up ..bout 2 finish this paper..1 page done 9 to go ..my goal is to b done by 4 or 5pm ... i wonder if i can do it ? 
raining again ! ! ! ! i swear i will never be able to get in the kayak ! ! ! ! ! the river is just too high ! ! ! 
no luck for me . but i guess scoring two free tickets to the cubs game tonight was enough luck for today ! but my mommy won $ 100 yay her ! 
oh the beach i miss living near a beach , , , , emmmm no haha in fact i didnt get much dont at all over the hols ! did u x 
my god ! its a sunny , 80 degree , beautiful day . perfect for a picnic in the park ! im stuck indoors i got the short end of the stick 
most days i put up w/ livin in our shoebox apartment 2 save $ $ but 2day is not 1 of them . the moment sumthin 's fixed sumthin else breaks . 
easter m & amp ; m 's gone ca n't seem to get all kinks in my last chapter worked out and i think we have gremlims that leave dirty clothes ... 
eww , math project & gt ; . & lt ; argh i will go bakk on twitter later , once i finsh , so i will see you guys around 12am 
i am going to the mall to get a new fragrance . it better be in stock ! i want new shoes too , but i have not seen any awesome sneaks 
i just had to convince myself not to take a free bausch & amp ; lomb microscope from freecycle . want . but do not need . i miss biology class . 
haha i know , i got my bed at 9:00 to watch my tv but i always end up falling asleep aw god its early where u are , so unfair ! 
thinks it 's too nice to be cooped up inside at work . always like this on work days and it 's going to rain the next few and i have off 
video is offically finished i 'm just adding bits & amp ; bobs to it as we speak . i just need to convert mpeg4 to wma ca n't be bothered . 
watching & quot ; school daze & quot ; and line editing then going to kyle 's baby shower ( i owe you a gift buddy no time to mall it ) 
omg ! im so mad cuz i was sleeping during the ntt ! i knew all of them , so sorry . love yaa much , cha cha is 2 cute ! 
2009 is end for ferrari if they wo n't get points in europe ( 1-2 race [ s ] ) and they 'll develop their 2010 's car . what a shit 
the problem is , i ca n't say i know how to paint . i had 3 canvases in my house & amp ; i forgot i gave them to someone . 
exams ? check . picnic in the park ? check . movie night with john ? check . great saturday . very sad that it 's sunday , cloudy and john-less . 
this guy named eric my sr. yr at uc , who i 've not seen since , got me reading ballard . he was a huge fan . what a loss . 
i just heard that stephanie parker , an actress in 1 of my fave tv shows has been found dead . she was only 22 so , so sad . rip stephanie 
home sweet home ... thank god . my brother picked me up this morning to go to groningen , we ended up next to the highway with 160 km/h . : s 
today was a crazy kerby 's day . so busy . but makin ' lots of $ $ $ $ . i just wish i could go to the stand tonight . 
... headed out to the grocery - again ... that makes every weekend for about 30 years now . sigh , ... no fun for me . i hate the grocery . 
it was 12 degrees this am ! ! ! 12 ? ? ? that 's like a summers day in ul i know but here its very cold ! winter getting close 
its way too early i want to go back to bed , i really do not want to go to college , and its soo unfair my brothers got a inset day 
dropped a container of acrylic crystals & amp ; pearls on the floor & amp ; they spilled all over . not fun having to pick it all up and re-sort . 
ok i finally feel easy enough to lie down ! i hope i can make it to class tomorrow ... well today now i will see ! night my twiggas ! ! 
is getting ready to go back to school ! had a nice jog this morning , woke me up.. and omg if you seek amy is on the radio ! ! ! 
i know my dad is planning on scaring the shiz out of me cause he always does . i need bb to hold me & amp ; sing me a lullaby lmao 
i am missing my laptop , it went to laptop hospital using one note in 3 places and on the go was amazing ! i have to print stuff out today ! 
this paper is going to be the death of me ... all i wan na do is sleep sadly that does not look like it is in my future . ahhh ! 
i bet it was the heat that got to you . it probably made you tired . i ca n't believe it 's supposed to be 100 tomorrow ! so hot . 
wow ... you probably do n't know ... my first dog was a german shepherd / husky mix . he got hit by a snow plow and died . it was sad 
*slaps* do n't you ever do that to my twin ! ! ! ! ! everr ! ! ! ! you psycho ! ! ! no i 'm sorry ! ! ! 
today is the same like the days before . tired and all sleepy ! my best friend still do not call . i miss her but she too busy to bore her 
unhappy as . bf not here cant talk to him untill tomorrow . then im going away for 4 days , cant talk to him through that either . ill d : 
kids are fed and ready for their first day back . drop off then away to start a v long , day . wo n't see them again until tomorrow morning ! 
hounds all had their breakfast and been for a run , sunny day here . got to fill up some holes they 've dug in mother 's garden now ... oh dear 
seriousley can not wait to get paid tmrw ! ! but i do n't have a date to take to the pub awwww c'mon tagged get me a date ! : p 
india at her uncle 's and cousins for dinner with my ex , feel bad coz i just could n't face it , fuck i hate it when it begins to fray 
i ca n't see us and that girl was so fake . on some comments people are like , & quot ; she looks like a clown. & quot ; hahaha . 
hmm maybe it was n't such a smat idea to study in dc . now i 'm walking home in the rain and going to catch a cold before my exam fail 
